"marketingCost","zip"
"1.18","98025"
"18","78861"
"3.95","74730"
"3.9","74731"
"1.01","31749"
"0.8","74734"
"1.97","74735"
"1.88","74736"
"2.34","72479"
"18","78648"
"6.64","34624"
"14.59","34625"
"12.31","34623"
"13.75","34620"
"0.8","72473"
"3.44","72472"
"3.01","31212"
"3.81","72476"
"2.71","39157"
"14.29","92335"
"18","92336"
"15.23","92337"
"1.23","39153"
"3.12","19007"
"2.51","39150"
"18","92339"
"3.78","39159"
"1.66","39158"
"15.6","92628"
"18","92629"
"3.72","31740"
"2.04","50055"
"1.21","50054"
"9.67","33944"
"18","92623"
"18","92620"
"1.91","50058"
"0.96","50501"
"12.71","92627"
"15.4","92624"
"17.11","92625"
"2.97","74848"
"3.83","74849"
"11.04","32668"
"7.73","32669"
"18","76207"
"9.53","32664"
"11.59","32666"
"9.44","32667"
"18","76205"
"2.78","28134"
"17.87","94527"
"4.05","27862"
"18","78766"
"3.5","31561"
"0.8","11106"
"2.72","62906"
"3.25","56686"
"3.54","23851"
"1.21","51047"
"2.24","41011"
"1.02","30903"
"2.14","81137"
"3.34","42078"
"3.04","65440"
"3.33","65441"
"3.19","35046"
"3.14","65332"
"2.01","82943"
"2.28","73059"
"1.4","82941"
"2.14","46978"
"4.96","21133"
"2.94","65338"
"2.58","65339"
"18","75469"
"0.8","06040"
"3.36","54812"
"18","75462"
"3.07","35042"
"1.78","31816"
"2.49","62468"
"2.71","97207"
"1.61","54810"
"3.01","31812"
"0.8","59864"
"1.94","31811"
"18","77641"
"18","77640"
"18","77643"
"18","77642"
"1.5","59480"
"9.4","96055"
"0.8","96506"
"17.22","96057"
"12.31","96056"
"18","96051"
"18","96052"
"0.8","54814"
"3.82","60079"
"2.6","89018"
"18","75647"
"3.49","46218"
"2.6","46219"
"4.48","98541"
"1.11","98540"
"18","75640"
"18","75926"
"3.19","46216"
"2.99","98548"
"2.26","46214"
"1.87","66966"
"2.29","04412"
"0.8","66967"
"0.8","37388"
"2.79","59866"
"1.97","42037"
"1.56","82902"
"2.82","70039"
"18","90278"
"1.93","70037"
"11.87","90904"
"18","90275"
"14.3","90274"
"18","90272"
"1.37","70031"
"10.58","90270"
"4.53","85281"
"3.59","85282"
"0.91","85283"
"1.29","85284"
"3.44","85285"
"1.58","37385"
"2.67","99129"
"3.27","52766"
"4.52","62410"
"13.75","33606"
"1.67","62417"
"3.03","52761"
"2.72","52760"
"8.82","33601"
"2.54","62418"
"2.59","35481"
"3.54","52769"
"3.25","20852"
"0.8","60670"
"1.35","27949"
"3.81","27948"
"1.15","71765"
"1.13","65039"
"2.78","27941"
"0.92","27947"
"3.33","27946"
"2.77","27944"
"3.44","20007"
"2.56","36567"
"9.84","32932"
"15.8","92539"
"2.54","36562"
"3.23","36561"
"4.05","36560"
"11.53","95960"
"3.43","42776"
"2.18","85068"
"2.29","80549"
"7.8","95961"
"5.28","85064"
"3.91","80017"
"2.87","80014"
"2.51","85067"
"2.6","80540"
"18","95962"
"2.65","80010"
"1.9","80011"
"0.93","84629"
"3.32","48116"
"1.36","57226"
"2.05","48442"
"3.44","48445"
"2.28","48444"
"3.21","48111"
"1.95","48446"
"2.85","48449"
"18","92244"
"2.95","37996"
"1.54","56031"
"3.83","84627"
"1.54","48118"
"3.66","21009"
"17.26","95210"
"2.85","99140"
"1.2","99141"
"2.01","02806"
"2.4","56037"
"18","92531"
"2.33","28091"
"1.94","99148"
"2.13","56036"
"18","75860"
"2.42","63091"
"3.53","63090"
"2.08","08648"
"2.05","39710"
"18","95746"
"15.08","95747"
"13.48","95741"
"1.39","08641"
"1.27","67622"
"2.13","54501"
"10.31","33420"
"18","78259"
"18","78258"
"2.91","38721"
"2.12","71348"
"10.16","33426"
"18","78253"
"9.03","33428"
"18","78251"
"18","78250"
"18","78257"
"18","78256"
"18","78255"
"3.1","71341"
"10.42","33468"
"18","93102"
"3.42","99587"
"15.4","76691"
"1.08","62858"
"18","76693"
"18","76692"
"2.1","65769"
"11.8","33826"
"16.43","92254"
"18","78764"
"2.57","96828"
"1.52","60119"
"2.78","36265"
"18","75785"
"1.95","60071"
"1.8","36266"
"18","78039"
"1.56","37748"
"2.34","37218"
"1.78","37219"
"2.19","37216"
"1.72","37217"
"2.1","37214"
"2.73","37215"
"3.57","37212"
"2.37","37742"
"1.64","37211"
"9.86","34433"
"11.32","34432"
"12.81","34431"
"11.93","34430"
"9.84","34436"
"11.9","34434"
"1.04","50265"
"2.49","50266"
"2.11","03038"
"18","95358"
"15.8","95357"
"18","95356"
"18","95355"
"18","95354"
"2.66","39364"
"2.12","39365"
"18","95351"
"18","95350"
"2.67","36586"
"16.78","79711"
"2.31","60112"
"2.96","36268"
"1.05","68920"
"1.64","35593"
"3.85","40310"
"1.18","68924"
"1.89","39168"
"3.44","68926"
"3.7","68927"
"2.59","47532"
"2.46","62931"
"3.19","67950"
"2.07","67951"
"18","77346"
"3.84","65065"
"2.81","67954"
"18","77342"
"1.53","67401"
"3.06","65062"
"2.85","85303"
"1.94","65063"
"2.43","85302"
"9.41","92322"
"1.48","35266"
"3.65","36580"
"3.06","40444"
"2.8","40447"
"2.71","85304"
"1.79","28717"
"3.8","28716"
"1.43","28715"
"2.22","28714"
"2.73","28713"
"2.67","74145"
"2.42","28711"
"18","95228"
"18","76049"
"1.5","85306"
"1.66","28719"
"2.33","28718"
"18","94596"
"18","79347"
"4.1","38141"
"18","94595"
"17.33","76522"
"11.61","94590"
"18","94591"
"1.83","07307"
"18","94598"
"10.95","76528"
"2.28","42086"
"18","75491"
"1.13","73119"
"0.81","73118"
"2.65","73115"
"0.8","73114"
"12.78","91801"
"2.62","73116"
"2.68","73111"
"3.16","73110"
"2.55","73113"
"1.87","73112"
"10.44","93596"
"2.35","62932"
"4.31","43235"
"4.59","43231"
"1.77","55014"
"2.98","51020"
"1.68","55016"
"4.0","89139"
"2.34","51025"
"1.75","55011"
"1.71","55012"
"2.13","55013"
"18","93210"
"3.6","51028"
"2.03","89130"
"2.43","89131"
"18","93215"
"3.56","89134"
"1.61","61333"
"5.74","82516"
"3.42","61336"
"1.8","61334"
"2.89","28038"
"3.61","83874"
"2.27","35470"
"2.98","49645"
"2.18","35473"
"2.68","35474"
"2.91","82513"
"4.22","35476"
"3.1","35478"
"0.8","84409"
"2.21","49038"
"1.35","27019"
"2.56","67621"
"3.71","48848"
"14.39","76834"
"18","76837"
"2.57","81647"
"18","76831"
"1.54","23801"
"4.14","64854"
"4.87","81641"
"1.59","82718"
"2.13","60921"
"0.92","48737"
"3.38","42071"
"3.0","82717"
"2.12","82716"
"1.83","35056"
"3.39","64105"
"3.37","27016"
"3.22","05663"
"13.35","96121"
"2.77","27011"
"1.55","64855"
"1.97","69336"
"3.12","69334"
"3.27","69335"
"14.18","91380"
"2.65","74470"
"2.82","27013"
"15.86","91381"
"1.71","46933"
"3.47","48842"
"1.78","46932"
"1.59","88265"
"2.17","88267"
"0.93","48738"
"2.8","88260"
"3.48","46049"
"2.22","46048"
"3.19","46047"
"2.98","42544"
"4.69","46044"
"1.72","74930"
"3.71","46041"
"3.52","46040"
"3.0","56271"
"2.71","56270"
"1.74","56273"
"3.13","97068"
"1.83","04072"
"1.9","52224"
"3.56","52225"
"1.33","97063"
"1.56","97062"
"3.64","98042"
"2.3","98043"
"1.21","97067"
"3.19","98045"
"2.92","98046"
"3.31","97064"
"1.23","53179"
"1.82","53178"
"17.15","95519"
"2.77","48342"
"2.76","53177"
"4.61","53171"
"3.38","53170"
"1.91","53172"
"1.33","20164"
"12.9","32122"
"9.37","32121"
"7.93","32120"
"12.94","32127"
"2.74","48616"
"10.69","32124"
"16.25","93962"
"3.75","63664"
"0.8","48617"
"2.07","63663"
"2.89","63660"
"3.3","83811"
"2.35","56535"
"2.61","97242"
"2.3","97240"
"1.95","61801"
"1.13","61802"
"1.63","64124"
"3.58","64126"
"0.95","64127"
"2.33","47557"
"3.28","56098"
"4.49","64123"
"0.8","52590"
"1.77","52591"
"2.78","56097"
"2.35","56096"
"2.62","64128"
"2.88","64129"
"5.75","56093"
"3.74","22030"
"2.32","57328"
"8.93","75146"
"2.53","57325"
"18","75147"
"2.68","57322"
"0.86","49639"
"1.72","49638"
"2.51","49635"
"3.33","49637"
"2.24","63401"
"3.56","49631"
"4.28","49630"
"3.13","49633"
"1.57","49632"
"3.2","84013"
"1.41","84010"
"2.08","84011"
"2.5","36850"
"3.49","84017"
"2.27","84014"
"3.46","84015"
"18","75250"
"18","75252"
"18","75253"
"4.34","48328"
"1.88","48329"
"0.8","81004"
"1.94","81005"
"2.02","81002"
"0.8","81003"
"3.42","72360"
"3.03","81001"
"3.63","48320"
"5.02","45241"
"2.13","48322"
"2.15","48323"
"1.45","48324"
"5.37","45245"
"2.67","48326"
"2.65","48327"
"0.8","34146"
"2.9","40210"
"18","76309"
"18","75235"
"1.11","86520"
"1.99","67070"
"5.21","44111"
"2.42","30153"
"17.3","95224"
"2.17","49459"
"18","76655"
"2.94","49451"
"3.48","49450"
"3.99","49453"
"2.71","65205"
"3.39","49455"
"3.54","49454"
"3.24","49457"
"2.73","49456"
"18","94606"
"13.36","94607"
"17.08","94604"
"2.08","68008"
"14.16","94602"
"0.8","41094"
"3.79","41097"
"18","94601"
"1.01","68003"
"2.8","98953"
"1.96","98951"
"2.13","68007"
"3.38","56358"
"18","94608"
"18","94609"
"13.93","90040"
"18","90041"
"18","90042"
"18","90043"
"15.77","90732"
"18","90045"
"18","90046"
"18","90731"
"18","90048"
"12.73","90049"
"1.88","71340"
"2.63","40806"
"1.49","35660"
"4.17","71409"
"17.93","76164"
"2.71","71407"
"3.33","35662"
"0.8","71403"
"2.16","60598"
"3.07","62207"
"4.03","62206"
"3.25","62205"
"3.78","62204"
"5.58","62203"
"2.34","38771"
"3.0","62201"
"4.14","38773"
"2.33","28521"
"1.67","28522"
"2.99","28523"
"3.22","58365"
"0.8","28525"
"1.27","62208"
"3.0","70518"
"4.41","30563"
"2.48","30562"
"3.14","30565"
"3.33","30564"
"3.65","30566"
"2.89","30568"
"11.26","91129"
"2.59","97227"
"3.94","65351"
"1.56","36606"
"2.01","40145"
"2.89","36604"
"3.76","36605"
"1.4","83549"
"3.3","36603"
"3.12","40142"
"2.95","40143"
"18","92321"
"2.21","53005"
"2.89","83546"
"0.8","28709"
"1.22","83540"
"2.4","36608"
"2.79","36609"
"3.4","97122"
"11.25","78758"
"18","78759"
"2.81","07034"
"2.85","98610"
"18","78752"
"3.28","78753"
"18","78750"
"18","78751"
"18","78756"
"18","78757"
"2.97","89721"
"18","77305"
"2.56","41635"
"2.46","98612"
"2.92","41631"
"1.53","67444"
"4.96","44132"
"3.1","70512"
"18","79744"
"3.29","33825"
"0.8","70513"
"2.67","66086"
"3.54","98617"
"3.64","99603"
"2.48","37877"
"4.57","70514"
"2.37","40740"
"11.93","33827"
"3.3","70043"
"1.03","21120"
"3.01","40854"
"0.8","40855"
"1.19","40324"
"1.95","29438"
"2.92","29929"
"0.8","29928"
"0.8","29435"
"1.87","29926"
"3.12","29925"
"3.36","29924"
"3.11","29431"
"1.95","29922"
"0.91","29921"
"1.61","29920"
"2.38","47670"
"0.8","28388"
"1.65","59405"
"4.02","28384"
"3.79","28385"
"1.01","28387"
"2.68","28380"
"3.48","96916"
"3.0","28382"
"3.2","28383"
"1.94","87732"
"2.39","58652"
"2.31","48917"
"4.13","48915"
"2.7","48912"
"3.76","48911"
"4.02","48910"
"1.28","96912"
"3.43","73852"
"16.31","92143"
"0.84","97801"
"2.29","73858"
"1.03","73859"
"1.87","28080"
"4.73","71643"
"2.74","52038"
"18","77808"
"3.01","27511"
"3.01","35118"
"4.59","35117"
"3.69","77802"
"2.48","35115"
"3.01","29652"
"4.08","29655"
"2.56","29654"
"1.38","35111"
"3.07","55312"
"18","79405"
"2.59","62016"
"1.92","72455"
"2.52","72454"
"18","79401"
"17.78","91950"
"2.18","72451"
"4.31","72450"
"4.34","32466"
"8.35","32464"
"7.35","32465"
"8.39","32462"
"18","79408"
"1.67","72459"
"3.91","72458"
"2.8","73458"
"6.92","34608"
"15.96","90028"
"3.72","62012"
"7.61","34606"
"11.71","34607"
"2.75","34601"
"7.58","34602"
"6.52","34603"
"18","92352"
"10.97","92604"
"1.79","38101"
"18","92354"
"11.13","92607"
"2.1","31542"
"13.81","92359"
"0.8","56115"
"3.17","66434"
"0.8","35808"
"3.63","66436"
"2.77","50528"
"3.6","56116"
"12.63","95064"
"2.11","35801"
"1.24","35803"
"2.0","35802"
"2.71","35805"
"18","77878"
"1.32","50525"
"3.41","50036"
"13.1","32608"
"2.5","39455"
"3.04","61471"
"2.7","61470"
"3.06","61473"
"2.58","61472"
"7.72","32602"
"16.67","95061"
"1.21","27261"
"13.89","32601"
"3.6","61479"
"8.5","32607"
"11.19","32604"
"13.19","32605"
"4.63","62976"
"3.23","62018"
"1.27","39451"
"1.65","62999"
"1.37","63955"
"0.8","64804"
"1.14","64803"
"2.17","64802"
"1.89","64801"
"1.95","56453"
"3.81","28659"
"10.89","94507"
"1.96","30734"
"18","77493"
"3.92","52347"
"2.67","73502"
"2.21","30735"
"2.76","98387"
"2.98","98386"
"16.52","75403"
"18","75402"
"1.85","98383"
"2.18","98382"
"18","75407"
"17.16","33015"
"18","75409"
"3.09","52341"
"2.88","46181"
"2.75","80534"
"3.49","63138"
"1.32","46184"
"1.95","98388"
"15.46","34477"
"12.75","77665"
"1.7","63139"
"18","77663"
"18","77662"
"11.0","77661"
"18","77660"
"0.8","47202"
"4.07","37025"
"2.28","52342"
"2.61","73503"
"2.18","49696"
"1.49","72821"
"1.5","64482"
"3.34","37027"
"1.62","49026"
"1.57","31836"
"2.43","54933"
"2.12","31830"
"2.23","31831"
"0.8","31833"
"10.99","96073"
"18","93552"
"18","93551"
"17.92","93550"
"18","93009"
"0.8","72824"
"9.07","93555"
"3.7","63133"
"1.76","74868"
"17.39","93004"
"13.9","93007"
"17.95","93006"
"17.27","93001"
"10.12","78332"
"18","93003"
"15.17","93002"
"4.24","98563"
"18","78333"
"2.88","98565"
"13.39","34656"
"14.47","33018"
"1.14","98569"
"1.77","98568"
"2.98","63137"
"17.86","78336"
"1.9","73501"
"3.0","71240"
"13.1","34120"
"1.31","50581"
"12.81","95041"
"3.51","51060"
"3.19","82933"
"3.74","85268"
"3.46","85269"
"2.49","85267"
"10.18","32065"
"2.63","85262"
"3.31","39704"
"4.25","85260"
"4.51","85261"
"2.84","27921"
"2.28","62439"
"1.99","20603"
"0.98","20602"
"0.83","27925"
"1.62","27924"
"3.2","62928"
"2.62","27929"
"2.34","62927"
"1.89","62924"
"2.6","62433"
"2.63","62922"
"0.8","23927"
"3.42","62920"
"2.79","62921"
"12.81","94537"
"2.94","80016"
"1.14","59927"
"3.31","63953"
"1.21","39705"
"1.92","50583"
"18","92226"
"1.35","80034"
"2.95","46958"
"2.53","80030"
"2.13","80033"
"2.81","51062"
"18","93024"
"2.58","80038"
"1.42","46982"
"3.48","46231"
"3.14","85008"
"2.16","85009"
"2.05","46234"
"2.2","46987"
"2.34","46236"
"2.26","46237"
"2.58","80522"
"2.0","46239"
"2.99","46988"
"3.66","80521"
"3.86","80526"
"1.88","85007"
"2.94","42203"
"2.84","80525"
"3.25","46913"
"2.27","35031"
"16.83","93704"
"0.8","48469"
"2.59","48468"
"2.59","48467"
"1.81","09645"
"3.56","48465"
"2.68","47281"
"1.68","48463"
"0.8","48462"
"1.37","48461"
"2.51","82930"
"3.69","39736"
"1.37","39735"
"18","79042"
"1.02","99169"
"3.12","37083"
"2.93","99165"
"3.11","99166"
"2.92","99160"
"3.83","99161"
"0.8","39739"
"2.85","99163"
"15.53","78231"
"18","78230"
"18","78233"
"18","78232"
"2.68","71360"
"2.92","71361"
"3.02","71362"
"18","78236"
"11.27","78239"
"18","78238"
"18","95726"
"1.58","71369"
"0.97","58801"
"2.62","58802"
"9.91","33159"
"9.37","33158"
"11.92","33409"
"2.41","33408"
"15.23","33407"
"5.81","33154"
"11.17","33157"
"7.94","33404"
"8.41","33403"
"9.21","33150"
"2.09","54521"
"2.67","54520"
"3.07","54849"
"4.05","30178"
"1.87","30179"
"3.07","73092"
"1.8","15632"
"4.64","30175"
"2.01","30172"
"2.86","80012"
"1.23","30170"
"3.27","30171"
"0.8","08003"
"2.9","50551"
"3.8","63882"
"3.73","64625"
"18","95659"
"1.77","63349"
"3.2","63348"
"1.83","69216"
"1.57","37230"
"0.87","50554"
"18","77067"
"2.09","62668"
"1.98","63341"
"18","78586"
"3.72","63343"
"2.29","80013"
"3.23","63345"
"1.67","87015"
"3.79","63347"
"2.16","49849"
"2.22","62694"
"2.14","84606"
"1.77","84604"
"4.4","62690"
"18","92223"
"2.71","84601"
"2.87","62693"
"2.94","37722"
"3.34","37723"
"1.61","37721"
"3.17","37726"
"2.89","37727"
"2.25","37725"
"3.45","55053"
"2.74","40252"
"1.39","52168"
"18","91943"
"2.88","30710"
"2.04","48161"
"2.8","51576"
"2.96","96703"
"4.94","50201"
"2.96","50206"
"1.57","50207"
"2.52","68785"
"1.32","50208"
"2.53","55057"
"1.48","70373"
"0.8","47804"
"2.1","47805"
"3.54","47807"
"2.78","58772"
"3.1","64001"
"3.64","47802"
"1.17","47803"
"3.04","47808"
"3.39","24354"
"1.83","38066"
"3.68","39665"
"4.37","38067"
"2.12","40464"
"18","77326"
"18","77327"
"1.87","40461"
"11.24","32827"
"3.32","13603"
"18","77328"
"3.39","67427"
"1.02","67420"
"1.15","67422"
"2.37","40468"
"8.93","33402"
"3.1","28269"
"2.36","70078"
"3.7","28262"
"4.15","29111"
"8.3","34451"
"5.29","34450"
"12.06","34453"
"12.0","34452"
"18","91729"
"18","79364"
"0.8","38120"
"2.18","72846"
"1.6","38122"
"18","91722"
"17.28","91723"
"18","91720"
"7.92","79363"
"0.8","73139"
"12.46","32825"
"4.14","60011"
"4.14","53001"
"3.22","73132"
"1.81","73131"
"3.16","73130"
"18","77494"
"3.9","73136"
"4.07","73135"
"2.24","73134"
"1.67","89110"
"1.75","89447"
"0.8","89444"
"4.94","89445"
"0.8","89442"
"2.77","89115"
"2.05","89440"
"1.52","89117"
"3.06","89118"
"2.86","89119"
"3.82","66846"
"1.85","65536"
"0.8","89448"
"2.94","89449"
"1.99","55072"
"2.74","55073"
"2.19","55070"
"0.87","55071"
"3.02","55076"
"0.9","55077"
"10.79","32859"
"2.11","55075"
"0.8","51555"
"2.73","51006"
"2.21","51005"
"1.69","55079"
"3.98","40379"
"1.18","51001"
"2.94","61319"
"1.78","68718"
"1.2","27956"
"1.98","61310"
"3.71","61311"
"2.72","61313"
"2.21","61314"
"1.89","61316"
"2.33","27812"
"2.92","61447"
"1.33","63060"
"1.34","68810"
"3.09","29805"
"0.8","35490"
"0.96","47117"
"2.55","47114"
"2.02","47115"
"2.97","47112"
"4.34","61442"
"2.57","47110"
"2.61","47111"
"2.54","74402"
"3.87","20147"
"2.73","61111"
"4.55","32820"
"2.26","47118"
"2.67","47119"
"2.64","68876"
"3.17","27114"
"4.39","27116"
"1.98","65810"
"5.16","32909"
"3.66","04847"
"18","92285"
"16.18","95321"
"2.9","41039"
"1.9","22194"
"1.59","22192"
"0.95","29493"
"2.84","39663"
"1.32","29492"
"3.22","29726"
"2.69","42566"
"1.63","42567"
"1.91","00778"
"2.4","80734"
"1.38","80733"
"3.25","47136"
"2.65","80731"
"4.12","52142"
"3.22","88242"
"2.08","88241"
"1.29","97002"
"2.5","97005"
"4.09","97004"
"1.89","97007"
"1.09","97006"
"2.09","97009"
"1.11","97008"
"1.6","52208"
"9.36","92014"
"0.8","26059"
"3.62","56529"
"3.11","56528"
"3.87","56258"
"1.86","56256"
"1.58","56527"
"3.43","52203"
"8.77","92019"
"2.15","52205"
"4.13","56523"
"1.21","52207"
"14.26","93940"
"1.97","63645"
"2.1","53159"
"2.48","68978"
"0.91","63640"
"1.9","96713"
"2.92","53153"
"18","95536"
"3.79","53151"
"2.79","53150"
"2.39","63648"
"4.48","53156"
"11.29","95531"
"0.8","53154"
"9.77","32148"
"1.21","65766"
"1.96","65761"
"3.39","29943"
"2.66","65762"
"7.25","32141"
"1.67","47564"
"5.24","32145"
"4.25","65768"
"2.76","62058"
"2.07","06226"
"1.76","61863"
"2.13","61866"
"2.61","29927"
"2.44","61864"
"2.42","61865"
"2.92","60191"
"3.09","60190"
"2.86","60193"
"3.11","64141"
"1.46","60195"
"1.52","60194"
"2.1","38557"
"1.51","64145"
"2.49","64148"
"3.55","64484"
"3.82","49330"
"1.16","57348"
"3.47","87506"
"1.59","35005"
"1.75","46507"
"2.79","58325"
"18","76875"
"2.24","70585"
"2.85","57345"
"1.58","49333"
"3.56","15218"
"1.5","49613"
"1.54","70583"
"1.56","49610"
"2.72","49617"
"1.81","21214"
"1.71","49615"
"3.56","49614"
"1.25","55359"
"1.95","28133"
"18","75238"
"3.77","58531"
"1.46","70581"
"18","75232"
"18","75233"
"18","75230"
"18","75231"
"18","75236"
"18","75237"
"18","75234"
"2.33","84037"
"4.74","43615"
"4.84","43614"
"1.46","37930"
"15.38","32435"
"4.38","03867"
"4.59","81022"
"2.33","81023"
"3.53","85749"
"3.41","85748"
"4.0","14042"
"1.24","29016"
"3.93","85741"
"3.69","85740"
"1.57","85743"
"3.61","85742"
"2.72","85745"
"0.8","85747"
"2.49","85746"
"1.96","68061"
"2.33","96266"
"1.98","68062"
"2.97","68064"
"2.87","55738"
"2.88","68066"
"2.59","68069"
"2.2","68068"
"5.17","45324"
"0.8","96264"
"2.08","29544"
"2.46","52565"
"2.96","51023"
"2.92","29546"
"14.35","94620"
"14.05","94621"
"3.33","36912"
"0.8","68101"
"2.92","36915"
"3.08","70770"
"18","90715"
"16.65","90716"
"2.27","36919"
"18","90710"
"0.8","70775"
"13.96","90712"
"16.85","90713"
"1.99","54646"
"1.24","54311"
"2.23","37391"
"2.05","54645"
"2.9","37397"
"4.36","58341"
"13.08","75439"
"2.02","71423"
"2.53","47963"
"0.8","37398"
"3.23","71135"
"1.97","71426"
"2.4","54648"
"4.53","71136"
"17.78","94720"
"1.9","38922"
"3.39","28016"
"1.95","38925"
"1.63","28541"
"2.64","68108"
"18","76048"
"18","75928"
"1.69","30549"
"2.82","30548"
"4.29","30547"
"3.0","30546"
"3.13","30545"
"18","95202"
"2.02","30543"
"3.47","30542"
"4.73","30541"
"1.4","30540"
"3.4","38929"
"18","79068"
"4.04","55358"
"1.52","98377"
"1.57","71023"
"18","75432"
"6.41","32625"
"3.65","60476"
"1.5","98375"
"1.02","78516"
"18","94108"
"4.76","98807"
"3.1","47471"
"2.77","38578"
"1.89","72644"
"2.73","48706"
"18","79063"
"1.66","48705"
"1.69","41616"
"1.87","41615"
"1.63","48701"
"3.7","41619"
"15.2","91394"
"18","91393"
"13.46","91392"
"1.31","48708"
"18","76043"
"1.51","99627"
"1.55","74562"
"1.96","29419"
"3.37","29418"
"2.61","16915"
"3.75","29412"
"2.54","29417"
"3.66","38570"
"3.37","29415"
"2.28","40873"
"2.06","57452"
"12.01","76556"
"1.68","31901"
"18","76557"
"3.43","47610"
"2.66","47613"
"13.79","92169"
"2.41","47617"
"2.08","38577"
"2.54","87718"
"1.63","97826"
"1.74","54664"
"0.8","97824"
"1.28","97823"
"11.75","94107"
"3.86","59430"
"1.75","61476"
"3.29","30815"
"2.93","30814"
"3.59","30817"
"1.87","30816"
"2.02","87714"
"2.22","87715"
"4.37","30813"
"4.02","97828"
"7.04","77861"
"2.57","29676"
"2.62","37715"
"1.44","29673"
"18","77864"
"0.8","29671"
"3.62","29670"
"17.77","77868"
"2.29","73838"
"4.14","39441"
"2.31","39440"
"1.73","29679"
"3.15","29678"
"3.05","54665"
"16.21","75903"
"12.4","96140"
"0.8","31638"
"0.8","31639"
"2.46","31636"
"2.7","31637"
"0.8","31634"
"0.8","31635"
"3.59","31632"
"1.89","31630"
"2.56","36768"
"2.44","72303"
"4.49","89316"
"4.74","72301"
"2.51","55448"
"14.57","91977"
"18","91976"
"18","79424"
"1.42","55443"
"1.51","55442"
"2.16","55441"
"18","91978"
"1.64","55447"
"1.82","55446"
"4.44","55445"
"2.23","55444"
"1.2","67855"
"4.03","67854"
"11.38","34668"
"10.63","34669"
"1.31","67851"
"2.18","67850"
"1.05","67853"
"16.98","76559"
"11.59","34667"
"2.11","48901"
"18","93031"
"10.43","92378"
"3.88","50540"
"3.22","50014"
"2.25","59433"
"3.38","50544"
"2.21","50010"
"2.63","39193"
"18","92371"
"2.6","39191"
"18","92373"
"18","92374"
"12.53","92375"
"17.38","92376"
"3.87","39194"
"3.3","66101"
"2.38","66102"
"2.29","66103"
"2.84","66104"
"3.64","66105"
"2.91","66106"
"1.34","97026"
"0.8","66109"
"3.38","29944"
"3.19","61453"
"1.71","61452"
"18","75708"
"1.74","61450"
"1.76","61109"
"1.74","61108"
"1.78","61455"
"2.73","61454"
"1.89","61105"
"3.72","61104"
"3.58","61107"
"2.97","61458"
"1.15","61101"
"0.8","70361"
"3.91","61103"
"2.81","61102"
"2.21","67133"
"18","75942"
"2.83","31085"
"9.77","33738"
"3.11","55983"
"3.81","86040"
"1.54","86047"
"0.8","86046"
"2.12","86045"
"3.84","49848"
"7.27","32444"
"2.43","28107"
"7.79","32446"
"1.09","28105"
"15.78","32440"
"1.59","28103"
"11.28","32443"
"13.54","32448"
"2.83","54217"
"3.9","38240"
